
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-05-28 15:14:29 /assets/admin/vendor/daterangepicker/daterangepicker.min.css .............................. ~ 0s
  2026-05-28 15:14:29 /assets/default/vendors/select2/select2.min.css ........................................... ~ 0s
  2026-05-28 15:14:29 /assets/admin/vendor/jquery/jquery-3.3.1.min.js ........................................... ~ 0s
  2026-05-28 15:14:29 /mix-manifest.json?v=4 .................................................................... ~ 0s
  2026-05-28 15:14:29 /store/1/default_images/logo-new.jpg ...................................................... ~ 0s
  2026-05-28 15:14:29 /assets/admin/vendor/poper/popper.min.js .................................................. ~ 0s
  2026-05-28 15:14:29 /assets/admin/vendor/bootstrap/bootstrap.min.js ........................................... ~ 0s
  2026-05-28 15:14:29 /assets/admin/vendor/nicescroll/jquery.nicescroll.min.js .................................. ~ 0s
  2026-05-28 15:14:29 /assets/admin/vendor/moment/moment.min.js ................................................. ~ 0s
  2026-05-28 15:14:29 /assets/admin/js/stisla.js ................................................................ ~ 0s
  2026-05-28 15:14:29 /assets/default/vendors/toast/jquery.toast.min.js ......................................... ~ 0s
  2026-05-28 15:14:29 /assets/admin/vendor/daterangepicker/daterangepicker.min.js ............................... ~ 0s
  2026-05-28 15:14:29 /assets/default/vendors/select2/select2.min.js ............................................ ~ 0s
  2026-05-28 15:14:29 /vendor/laravel-filemanager/js/stand-alone-button.js ...................................... ~ 0s
  2026-05-28 15:14:29 /assets/admin/js/scripts.js ............................................................... ~ 0s
  2026-05-28 15:14:29 /assets/default/vendors/flagstrap/css/flags.css ........................................... ~ 0s
  2026-05-28 15:14:29 /assets/default/vendors/flagstrap/js/jquery.flagstrap.min.js .............................. ~ 0s
  2026-05-28 15:14:29 /assets/default/js/parts/top_nav_flags.min.js ............................................. ~ 0s
  2026-05-28 15:14:29 /assets/admin/js/custom.js ................................................................ ~ 0s
  2026-05-28 15:14:29 /assets/default/js/panel/ai-content-generator.min.js ...................................... ~ 0s
  2026-05-28 15:14:29 /assets/vendors/fontawesome/webfonts/fa-solid-900.woff2 ................................... ~ 0s
  2026-05-28 15:14:29 /assets/vendors/fontawesome/webfonts/fa-regular-400.woff2 ................................. ~ 0s
  2026-05-28 15:14:29 /assets/default/vendors/flagstrap/css/flags.png ........................................... ~ 0s
  2026-05-28 15:14:39 ........................................................................................... ~ 2s
  2026-05-28 15:14:41 /assets/admin/vendor/bootstrap/bootstrap.min.css .......................................... ~ 0s
  2026-05-28 15:14:41 /assets/vendors/fontawesome/css/all.min.css ............................................... ~ 0s
  2026-05-28 15:14:41 /assets/default/vendors/toast/jquery.toast.min.css ........................................ ~ 0s
  2026-05-28 15:14:41 /assets/admin/css/style.css ............................................................... ~ 0s
  2026-05-28 15:14:41 /assets/admin/css/custom.css .............................................................. ~ 0s
  2026-05-28 15:14:41 /assets/admin/css/components.css .......................................................... ~ 0s
  2026-05-28 15:14:41 /assets/admin/vendor/daterangepicker/daterangepicker.min.css .............................. ~ 0s
  2026-05-28 15:14:41 /assets/default/vendors/select2/select2.min.css ........................................... ~ 0s
  2026-05-28 15:14:41 /assets/admin/vendor/jquery/jquery-3.3.1.min.js ........................................... ~ 0s
  2026-05-28 15:14:41 /assets/admin/vendor/poper/popper.min.js .................................................. ~ 0s
  2026-05-28 15:14:41 /mix-manifest.json?v=4 .................................................................... ~ 0s
  2026-05-28 15:14:41 /assets/admin/vendor/bootstrap/bootstrap.min.js ........................................... ~ 0s
  2026-05-28 15:14:41 /assets/admin/vendor/moment/moment.min.js ................................................. ~ 0s
  2026-05-28 15:14:41 /assets/admin/vendor/nicescroll/jquery.nicescroll.min.js .................................. ~ 0s
  2026-05-28 15:14:41 /assets/admin/js/stisla.js ................................................................ ~ 0s
  2026-05-28 15:14:41 /assets/default/vendors/toast/jquery.toast.min.js ......................................... ~ 0s
  2026-05-28 15:14:41 /assets/admin/vendor/daterangepicker/daterangepicker.min.js ............................... ~ 0s
  2026-05-28 15:14:41 /assets/default/vendors/select2/select2.min.js ............................................ ~ 0s
  2026-05-28 15:14:41 /vendor/laravel-filemanager/js/stand-alone-button.js ...................................... ~ 0s
  2026-05-28 15:14:41 /assets/admin/js/scripts.js ............................................................... ~ 0s
  2026-05-28 15:14:41 /assets/default/vendors/flagstrap/css/flags.css ........................................... ~ 0s
  2026-05-28 15:14:41 /assets/default/vendors/flagstrap/js/jquery.flagstrap.min.js .............................. ~ 0s
  2026-05-28 15:14:41 /assets/default/js/parts/top_nav_flags.min.js ............................................. ~ 0s
  2026-05-28 15:14:41 /store/1/default_images/logo-new.jpg ...................................................... ~ 0s
  2026-05-28 15:14:41 /assets/admin/js/custom.js ................................................................ ~ 0s
  2026-05-28 15:14:41 /assets/default/js/panel/ai-content-generator.min.js ...................................... ~ 0s
  2026-05-28 15:14:41 /assets/vendors/fontawesome/webfonts/fa-solid-900.woff2 ................................... ~ 0s
  2026-05-28 15:14:41 /assets/vendors/fontawesome/webfonts/fa-regular-400.woff2 ................................. ~ 0s
  2026-05-28 15:14:41 /assets/default/vendors/flagstrap/css/flags.png ........................................... ~ 0s
  2026-05-28 15:15:23 ........................................................................................... ~ 3s
  2026-05-28 15:15:26 /assets/admin/vendor/bootstrap/bootstrap.min.css .......................................... ~ 0s
  2026-05-28 15:15:26 /assets/vendors/fontawesome/css/all.min.css ............................................... ~ 0s
  2026-05-28 15:15:26 /assets/default/vendors/toast/jquery.toast.min.css ........................................ ~ 0s
  2026-05-28 15:15:26 /assets/admin/css/style.css ............................................................... ~ 0s
  2026-05-28 15:15:26 /assets/admin/css/custom.css .............................................................. ~ 0s
  2026-05-28 15:15:26 /assets/admin/css/components.css .......................................................... ~ 0s
  2026-05-28 15:15:26 /assets/admin/vendor/daterangepicker/daterangepicker.min.css .............................. ~ 0s
  2026-05-28 15:15:26 /assets/default/vendors/select2/select2.min.css ........................................... ~ 0s
  2026-05-28 15:15:26 /store/1/default_images/logo-new.jpg ...................................................... ~ 0s
  2026-05-28 15:15:26 /assets/admin/vendor/jquery/jquery-3.3.1.min.js ........................................... ~ 0s
  2026-05-28 15:15:26 /assets/admin/vendor/poper/popper.min.js .................................................. ~ 0s
  2026-05-28 15:15:26 /assets/admin/vendor/nicescroll/jquery.nicescroll.min.js .................................. ~ 0s
  2026-05-28 15:15:26 /assets/admin/vendor/bootstrap/bootstrap.min.js ........................................... ~ 0s
  2026-05-28 15:15:26 /assets/admin/vendor/moment/moment.min.js ................................................. ~ 0s
  2026-05-28 15:15:26 /assets/admin/js/stisla.js ................................................................ ~ 0s
  2026-05-28 15:15:26 /assets/default/vendors/toast/jquery.toast.min.js ......................................... ~ 0s
  2026-05-28 15:15:26 /assets/admin/vendor/daterangepicker/daterangepicker.min.js ............................... ~ 0s
  2026-05-28 15:15:26 /assets/default/vendors/select2/select2.min.js ............................................ ~ 0s
  2026-05-28 15:15:26 /vendor/laravel-filemanager/js/stand-alone-button.js ...................................... ~ 0s
  2026-05-28 15:15:26 /assets/admin/js/scripts.js ............................................................... ~ 0s
  2026-05-28 15:15:26 /assets/default/vendors/flagstrap/css/flags.css ........................................... ~ 0s
  2026-05-28 15:15:26 /assets/default/vendors/flagstrap/js/jquery.flagstrap.min.js .............................. ~ 0s
  2026-05-28 15:15:26 /assets/default/js/parts/top_nav_flags.min.js ............................................. ~ 0s
  2026-05-28 15:15:26 /assets/admin/js/custom.js ................................................................ ~ 0s
  2026-05-28 15:15:26 /assets/default/js/panel/ai-content-generator.min.js ...................................... ~ 0s
  2026-05-28 15:15:26 /mix-manifest.json?v=4 .................................................................... ~ 0s
  2026-05-28 15:15:26 /assets/vendors/fontawesome/webfonts/fa-solid-900.woff2 ................................... ~ 0s
  2026-05-28 15:15:26 /assets/vendors/fontawesome/webfonts/fa-regular-400.woff2 ................................. ~ 0s
  2026-05-28 15:15:26 /assets/default/vendors/flagstrap/css/flags.png ........................................... ~ 0s
  2026-05-28 15:15:32 ........................................................................................... ~ 2s
  2026-05-28 15:15:34 /assets/vendors/summernote/summernote-bs4.min.css ......................................... ~ 0s
  2026-05-28 15:15:34 /assets/default/vendors/toast/jquery.toast.min.css ........................................ ~ 0s
  2026-05-28 15:15:34 /assets/vendors/fontawesome/css/all.min.css ............................................... ~ 0s
  2026-05-28 15:15:34 /assets/admin/vendor/bootstrap/bootstrap.min.css .......................................... ~ 0s
  2026-05-28 15:15:34 /assets/admin/css/style.css ............................................................... ~ 0s
  2026-05-28 15:15:34 /assets/admin/css/custom.css .............................................................. ~ 0s
  2026-05-28 15:15:34 /assets/admin/css/components.css .......................................................... ~ 0s
  2026-05-28 15:15:34 /assets/admin/vendor/daterangepicker/daterangepicker.min.css .............................. ~ 0s
  2026-05-28 15:15:34 /assets/default/vendors/select2/select2.min.css ........................................... ~ 0s
  2026-05-28 15:15:34 /assets/admin/vendor/jquery/jquery-3.3.1.min.js ........................................... ~ 0s
  2026-05-28 15:15:34 /store/1/default_images/logo-new.jpg ...................................................... ~ 0s
  2026-05-28 15:15:34 /assets/admin/vendor/poper/popper.min.js .................................................. ~ 0s
  2026-05-28 15:15:34 /assets/admin/vendor/bootstrap/bootstrap.min.js ........................................... ~ 0s
  2026-05-28 15:15:34 /assets/admin/vendor/nicescroll/jquery.nicescroll.min.js .................................. ~ 0s
  2026-05-28 15:15:34 /assets/admin/vendor/moment/moment.min.js ................................................. ~ 0s
  2026-05-28 15:15:34 /assets/admin/js/stisla.js ................................................................ ~ 0s
  2026-05-28 15:15:34 /assets/default/vendors/toast/jquery.toast.min.js ......................................... ~ 0s
  2026-05-28 15:15:34 /assets/admin/vendor/daterangepicker/daterangepicker.min.js ............................... ~ 0s
  2026-05-28 15:15:34 /assets/default/vendors/select2/select2.min.js ............................................ ~ 0s
  2026-05-28 15:15:34 /vendor/laravel-filemanager/js/stand-alone-button.js ...................................... ~ 0s
  2026-05-28 15:15:34 /assets/admin/js/scripts.js ............................................................... ~ 0s
  2026-05-28 15:15:34 /assets/vendors/summernote/summernote-bs4.min.js .......................................... ~ 0s
  2026-05-28 15:15:34 /assets/default/js/admin/newsletter.min.js ................................................ ~ 0s
  2026-05-28 15:15:34 /assets/default/vendors/flagstrap/css/flags.css ........................................... ~ 0s
  2026-05-28 15:15:34 /assets/default/vendors/flagstrap/js/jquery.flagstrap.min.js .............................. ~ 0s
  2026-05-28 15:15:34 /assets/default/js/parts/top_nav_flags.min.js ............................................. ~ 0s
  2026-05-28 15:15:34 /assets/admin/js/custom.js ................................................................ ~ 0s
  2026-05-28 15:15:34 /assets/default/js/panel/ai-content-generator.min.js ...................................... ~ 0s
  2026-05-28 15:15:34 /mix-manifest.json?v=4 .................................................................... ~ 0s
  2026-05-28 15:15:34 /assets/vendors/fontawesome/webfonts/fa-solid-900.woff2 ................................... ~ 0s
  2026-05-28 15:15:34 /assets/vendors/fontawesome/webfonts/fa-regular-400.woff2 ................................. ~ 0s
  2026-05-28 15:15:34 /assets/default/vendors/flagstrap/css/flags.png ........................................... ~ 0s
  2026-05-28 15:15:35 /assets/vendors/summernote/font/summernote.woff2 .......................................... ~ 0s
  2026-05-28 15:16:09 .......................................................................................... ~ 12s
  2026-05-28 15:16:21 ........................................................................................... ~ 2s
  2026-05-28 15:16:23 /assets/admin/vendor/bootstrap/bootstrap.min.css .......................................... ~ 0s
  2026-05-28 15:16:23 /assets/vendors/fontawesome/css/all.min.css ............................................... ~ 0s
  2026-05-28 15:16:23 /assets/default/vendors/toast/jquery.toast.min.css ........................................ ~ 0s
  2026-05-28 15:16:23 /assets/admin/css/style.css ............................................................... ~ 0s
  2026-05-28 15:16:23 /assets/admin/css/components.css .......................................................... ~ 0s
  2026-05-28 15:16:23 /assets/admin/css/custom.css .............................................................. ~ 0s
  2026-05-28 15:16:23 /assets/admin/vendor/daterangepicker/daterangepicker.min.css .............................. ~ 0s
  2026-05-28 15:16:23 /assets/default/vendors/select2/select2.min.css ........................................... ~ 0s
  2026-05-28 15:16:23 /assets/vendors/summernote/summernote-bs4.min.css ......................................... ~ 0s
  2026-05-28 15:16:23 /assets/admin/vendor/jquery/jquery-3.3.1.min.js ........................................... ~ 0s
  2026-05-28 15:16:23 /store/1/default_images/logo-new.jpg ...................................................... ~ 0s
  2026-05-28 15:16:23 /assets/admin/vendor/poper/popper.min.js .................................................. ~ 0s
  2026-05-28 15:16:23 /assets/admin/vendor/bootstrap/bootstrap.min.js ........................................... ~ 0s
  2026-05-28 15:16:23 /assets/admin/vendor/nicescroll/jquery.nicescroll.min.js .................................. ~ 0s
  2026-05-28 15:16:23 /assets/admin/vendor/moment/moment.min.js ................................................. ~ 0s
  2026-05-28 15:16:23 /assets/admin/js/stisla.js ................................................................ ~ 0s
  2026-05-28 15:16:23 /assets/default/vendors/toast/jquery.toast.min.js ......................................... ~ 0s
  2026-05-28 15:16:23 /assets/admin/vendor/daterangepicker/daterangepicker.min.js ............................... ~ 0s
  2026-05-28 15:16:23 /assets/default/vendors/select2/select2.min.js ............................................ ~ 0s
  2026-05-28 15:16:23 /vendor/laravel-filemanager/js/stand-alone-button.js ...................................... ~ 0s
  2026-05-28 15:16:23 /assets/admin/js/scripts.js ............................................................... ~ 0s
  2026-05-28 15:16:23 /assets/vendors/summernote/summernote-bs4.min.js .......................................... ~ 0s
  2026-05-28 15:16:23 /assets/default/js/admin/newsletter.min.js ................................................ ~ 0s
  2026-05-28 15:16:23 /assets/default/vendors/flagstrap/css/flags.css ........................................... ~ 0s
  2026-05-28 15:16:23 /assets/vendors/fontawesome/webfonts/fa-solid-900.woff2 ................................... ~ 0s
  2026-05-28 15:16:23 /assets/default/vendors/flagstrap/js/jquery.flagstrap.min.js .............................. ~ 0s
  2026-05-28 15:16:23 /assets/admin/js/custom.js ................................................................ ~ 0s
  2026-05-28 15:16:23 /assets/default/js/parts/top_nav_flags.min.js ............................................. ~ 0s
  2026-05-28 15:16:23 /assets/default/js/panel/ai-content-generator.min.js ...................................... ~ 0s
  2026-05-28 15:16:23 /assets/vendors/fontawesome/webfonts/fa-regular-400.woff2 ................................. ~ 0s
  2026-05-28 15:16:23 /mix-manifest.json?v=4 .................................................................... ~ 0s
  2026-05-28 15:16:23 /assets/default/vendors/flagstrap/css/flags.png ........................................... ~ 0s
  2026-05-28 15:16:23 /assets/vendors/summernote/font/summernote.woff2 .......................................... ~ 0s
  2026-05-28 15:19:22 ........................................................................................... ~ 2s
  2026-05-28 15:19:24 /assets/admin/vendor/bootstrap/bootstrap.min.css .......................................... ~ 0s
  2026-05-28 15:19:24 /assets/vendors/fontawesome/css/all.min.css ............................................... ~ 0s
  2026-05-28 15:19:24 /assets/default/vendors/toast/jquery.toast.min.css ........................................ ~ 0s
  2026-05-28 15:19:24 /assets/admin/css/style.css ............................................................... ~ 0s
  2026-05-28 15:19:24 /assets/admin/css/custom.css .............................................................. ~ 0s
  2026-05-28 15:19:24 /assets/admin/css/components.css .......................................................... ~ 0s
  2026-05-28 15:19:24 /assets/admin/vendor/daterangepicker/daterangepicker.min.css .............................. ~ 0s
  2026-05-28 15:19:24 /assets/default/vendors/select2/select2.min.css ........................................... ~ 0s
  2026-05-28 15:19:24 /assets/admin/vendor/jquery/jquery-3.3.1.min.js ........................................... ~ 0s
  2026-05-28 15:19:24 /mix-manifest.json?v=4 .................................................................... ~ 0s
  2026-05-28 15:19:24 /store/1/default_images/logo-new.jpg ...................................................... ~ 0s
  2026-05-28 15:19:24 /assets/admin/vendor/poper/popper.min.js .................................................. ~ 0s
  2026-05-28 15:19:24 /assets/admin/vendor/bootstrap/bootstrap.min.js ........................................... ~ 0s
  2026-05-28 15:19:24 /assets/admin/vendor/nicescroll/jquery.nicescroll.min.js .................................. ~ 0s
  2026-05-28 15:19:24 /assets/admin/vendor/moment/moment.min.js ................................................. ~ 0s
  2026-05-28 15:19:25 /assets/admin/js/stisla.js ................................................................ ~ 0s
  2026-05-28 15:19:25 /assets/default/vendors/toast/jquery.toast.min.js ......................................... ~ 0s
  2026-05-28 15:19:25 /assets/admin/vendor/daterangepicker/daterangepicker.min.js ............................... ~ 0s
  2026-05-28 15:19:25 /assets/default/vendors/select2/select2.min.js ............................................ ~ 0s
  2026-05-28 15:19:25 /vendor/laravel-filemanager/js/stand-alone-button.js ...................................... ~ 0s
  2026-05-28 15:19:25 /assets/admin/js/scripts.js ............................................................... ~ 0s
  2026-05-28 15:19:25 /assets/default/vendors/flagstrap/css/flags.css ........................................... ~ 0s
  2026-05-28 15:19:25 /assets/default/vendors/flagstrap/js/jquery.flagstrap.min.js .............................. ~ 0s
  2026-05-28 15:19:25 /assets/default/js/parts/top_nav_flags.min.js ............................................. ~ 0s
  2026-05-28 15:19:25 /assets/admin/js/custom.js ................................................................ ~ 0s
  2026-05-28 15:19:25 /assets/default/js/panel/ai-content-generator.min.js ...................................... ~ 0s
  2026-05-28 15:19:25 /assets/vendors/fontawesome/webfonts/fa-solid-900.woff2 ................................... ~ 0s
  2026-05-28 15:19:25 /assets/vendors/fontawesome/webfonts/fa-regular-400.woff2 ................................. ~ 0s
  2026-05-28 15:19:25 /assets/default/vendors/flagstrap/css/flags.png ........................................... ~ 0s
  2026-05-28 16:20:30 ........................................................................................... ~ 3s
  2026-05-28 16:20:33 /assets/admin/vendor/bootstrap/bootstrap.min.css .......................................... ~ 0s
  2026-05-28 16:20:33 /assets/vendors/fontawesome/css/all.min.css ............................................... ~ 0s
  2026-05-28 16:20:33 /assets/default/vendors/toast/jquery.toast.min.css ........................................ ~ 0s
  2026-05-28 16:20:33 /assets/admin/css/style.css ............................................................... ~ 0s
  2026-05-28 16:20:33 /assets/admin/css/custom.css .............................................................. ~ 0s
  2026-05-28 16:20:33 /assets/admin/css/components.css .......................................................... ~ 0s
  2026-05-28 16:20:33 /assets/admin/vendor/daterangepicker/daterangepicker.min.css .............................. ~ 0s
  2026-05-28 16:20:33 /assets/default/vendors/select2/select2.min.css ........................................... ~ 0s
  2026-05-28 16:20:33 /store/1/default_images/logo-new.jpg ...................................................... ~ 0s
  2026-05-28 16:20:33 /assets/admin/vendor/jquery/jquery-3.3.1.min.js ........................................... ~ 0s
  2026-05-28 16:20:33 /assets/admin/vendor/poper/popper.min.js .................................................. ~ 0s
  2026-05-28 16:20:33 /assets/admin/vendor/bootstrap/bootstrap.min.js ........................................... ~ 0s
  2026-05-28 16:20:33 /assets/admin/vendor/nicescroll/jquery.nicescroll.min.js .................................. ~ 0s
  2026-05-28 16:20:33 /assets/admin/vendor/moment/moment.min.js ................................................. ~ 0s
  2026-05-28 16:20:33 /assets/admin/js/stisla.js ................................................................ ~ 0s
  2026-05-28 16:20:33 /assets/default/vendors/toast/jquery.toast.min.js ......................................... ~ 0s
  2026-05-28 16:20:33 /assets/admin/vendor/daterangepicker/daterangepicker.min.js ............................... ~ 0s
  2026-05-28 16:20:33 /assets/default/vendors/select2/select2.min.js ............................................ ~ 0s
  2026-05-28 16:20:33 /vendor/laravel-filemanager/js/stand-alone-button.js ...................................... ~ 0s
  2026-05-28 16:20:33 /assets/admin/js/scripts.js ............................................................... ~ 0s
  2026-05-28 16:20:33 /assets/default/vendors/flagstrap/css/flags.css ........................................... ~ 0s
  2026-05-28 16:20:33 /assets/default/vendors/flagstrap/js/jquery.flagstrap.min.js .............................. ~ 0s
  2026-05-28 16:20:33 /assets/default/js/parts/top_nav_flags.min.js ............................................. ~ 0s
  2026-05-28 16:20:33 /assets/admin/js/custom.js ................................................................ ~ 0s
  2026-05-28 16:20:33 /assets/default/js/panel/ai-content-generator.min.js ...................................... ~ 0s
  2026-05-28 16:20:33 /mix-manifest.json?v=4 .................................................................... ~ 0s
  2026-05-28 16:20:33 /assets/vendors/fontawesome/webfonts/fa-solid-900.woff2 ................................... ~ 0s
  2026-05-28 16:20:33 /assets/vendors/fontawesome/webfonts/fa-regular-400.woff2 ................................. ~ 0s
  2026-05-28 16:20:34 /assets/default/vendors/flagstrap/css/flags.png ........................................... ~ 0s
